"","time","city","loan"
"145","2001","EASTMAN",110873
"146","2001","MONROE",124828
"147","2001","BLAKELY",99917
"148","2001","STODDARD",118636
"149","2001","AMORY",63971
"150","2001","PLATTEVILLE",134833
"151","2001","DALLAS",103484
"152","2001","NAPOLEON",99292
"153","2001","VERNON",89725
"154","2001","MANITOWOC",152658
"155","2001","MENTOR",112347
"156","2001","MOORESVILLE",119962
"157","2001","COLUMBIA",67121
"158","2001","NATCHITOCHES",91552
"159","2001","WILLISTON",100366
"160","2001","PUYALLUP",100755
"161","2001","LE MARS",117388
"162","2001","OSWEGO",104849
"163","2001","DUNCANVILLE",97447
"164","2001","DURHAM",121886
"165","2001","PALM HARBOR",271070
"166","2001","GILMER",74341
"167","2001","MCCOOK",95385
"168","2001","ADVANCE",93957
"169","2001","GREENWICH",105154
"170","2001","HEBRON",128904
"171","2001","BERKELEY SPRINGS",111676
"172","2001","SONOMA",107448
"173","2001","CIRCLEVILLE",102307
"174","2001","BELLEVUE",105878
"175","2001","VIRGINIA BEACH",107240
"176","2001","WAVERLY",101989
"177","2001","ASHEVILLE",124061
"178","2002","EDINA",95806
"179","2002","CARTHAGE",119610
"180","2002","SALT LAKE CITY",81738
"181","2002","OAKLAND",105080
"182","2002","LYONS",95863
"183","2002","CHAMBERS",23285
"184","2002","VALLEY",106816
"185","2002","PLATTE CITY",120634
"186","2002","DOUGLAS",71484
"187","2002","HOLLIS",123337
"188","2002","SEWARD",104759
"189","2002","BROKEN ARROW",93756
"190","2002","OMAHA",272147
"191","2002","ENID",85998
"192","2002","CHICKASHA",92335
"193","2002","SCOTTDALE",63701
"194","2002","EATON",132679
"195","2002","PRESTONSBURG",86354
"196","2002","CYNTHIANA",87994
"197","2002","HYDEN",95198
"198","2002","LOUISA",100700
"199","2002","ALTOONA",103945
"200","2002","PORTLAND",115646
"201","2002","CLAYTON",263549
"202","2002","MILLEDGEVILLE",98910
"203","2002","DICKSON",85224
"204","2002","ABBEVILLE",78783
"205","2002","WILLISTON",109525
"206","2002","LA FOLLETTE",102620
"207","2002","HARDINSBURG",114233
"208","2002","SAINT LOUIS",118563
"209","2002","CLARKSDALE",103018
"210","2002","HENDERSON",116469
"211","2002","MONTICELLO",224205
"212","2002","LITCHFIELD",106777
"213","2002","UNION CITY",98211
"214","2002","VANDALIA",92588
"215","2002","RIPLEY",65446
"216","2002","HOPE",107821
"217","2002","HEARNE",96850
"218","2002","KINGSVILLE",105800
"219","2002","CLOVIS",102346
"220","2002","MESQUITE",97644
"221","2002","KERMIT",106456
"222","2002","CENTER",102042
"223","2002","TAYLOR",63366
"224","2002","TEXARKANA",106828
"225","2002","MAYFIELD",109591
"226","2002","POTOSI",93237
"227","2002","DEVILS LAKE",105225
"228","2002","IRON RIVER",77760
"229","2002","PENSACOLA",31304
"230","2002","MIAMI",115563
"231","2002","LAKE JACKSON",19537
"232","2002","CARLSBAD",73091
"233","2002","WYNNE",254662
"234","2002","PENNSVILLE",68844
"235","2002","LOGAN",215669
"236","2002","NASHVILLE",117136
"237","2002","DETROIT",51457
"238","2002","BARBOURVILLE",132387
"239","2002","MISSOULA",125962
"240","2002","SAINT JOSEPH",80374
"241","2002","DULUTH",248630
"242","2002","CHILLICOTHE",108763
"243","2002","MARION CENTER",113887
"244","2002","DEWITT",130863
"245","2002","MAYWOOD",96022
"246","2002","SPENCER",226810
"247","2002","DECORAH",106118
"248","2002","NEKOOSA",104151
"249","2002","NEWMAN",114037
"250","2002","LINCOLN",110826
"251","2002","PLATTEVILLE",98869
"252","2002","LA CROSSE",240179
"253","2002","WASHINGTON",100060
"254","2002","SPRINGFIELD",93262
"255","2002","HARVARD",104421
"256","2002","LUXEMBURG",117477
"257","2002","LUZERNE",120381
"258","2002","ADA",111845
"259","2002","BEATTYVILLE",141385
"260","2002","BLYTHEVILLE",94806
"261","2002","SCOTTSVILLE",104354
"262","2002","MALAD CITY",109783
"263","2002","HOFFMAN ESTATES",120873
"264","2002","NEW YORK",120174
"265","2002","CLEVELAND",148380
"266","2002","EAST TAWAS",123709
"267","2002","FAYETTE",64905
"268","2002","ROMNEY",118947
"269","2002","MCCONNELLSBURG",108267
"270","2002","GREENWOOD",99510
"271","2002","MANCHESTER",72817
"272","2002","TULSA",104143
"273","2002","PARKERSBURG",120717
"274","2002","GLENWOOD",106194
"275","2002","LONOKE",127253
"276","2002","LITTLE ROCK",137446
"277","2002","BLACKSHEAR",106299
"278","2002","SHEPHERDSVILLE",89417
"279","2002","FORT WORTH",72506
"280","2002","CLEAR LAKE",126767
"281","2002","TESCOTT",111973
"282","2002","MORGAN CITY",90501
"283","2002","HUNTINGDON",85879
"284","2002","HONOR",126324
"285","2002","NOBLESVILLE",144351
"286","2002","STOUGHTON",117232
"287","2002","CHICAGO",253602
"288","2002","FORRESTON",109888
"289","2002","BROWN CITY",106139
"290","2002","FAIRBANKS",77378
"291","2002","HOLLY SPRINGS",36722
"292","2002","GALLATIN",103453
"293","2002","BRANSON",114124
"294","2002","RAWLINS",87309
"295","2002","SOMERVILLE",74910
"296","2002","ALVA",103236
"297","2002","WAYCROSS",133605
"298","2002","HOBBS",37552
"299","2002","ATHENS",111944
"300","2002","ROLAND",94782
"301","2002","BIXBY",133661
"302","2002","DENVER",97184
"303","2002","ROGERSVILLE",124361
"304","2002","MILWAUKEE",129322
"305","2002","NEW WASHINGTON",139251
"306","2002","PLANO",146501
"307","2002","ELK CITY",98335
"308","2002","CHARLESTON",127887
"309","2002","ALICE",120446
"310","2002","MOUNTAIN VIEW",71674
"311","2002","KANSAS CITY",134188
"312","2002","BUFFALO GROVE",113951
"313","2002","COSHOCTON",116063
"314","2002","BESSEMER",107598
"315","2002","DUNDALK",113859
"316","2002","LUBBOCK",133608
"317","2002","EASTMAN",123864
"318","2002","GREENVILLE",73825
"319","2002","LUCEDALE",103561
"320","2002","BLAKELY",112992
"321","2002","NEWPORT",123015
"322","2002","AMORY",54927
"323","2002","DALLAS",115545
"324","2002","NAPOLEON",105511
"325","2002","ROUND LAKE HEIGHTS",113956
"326","2002","VERNON",102413
"327","2002","CHESTERTOWN",120695
"328","2002","PARK RIDGE",104779
"329","2002","IDAHO FALLS",98608
"330","2002","FALMOUTH",85739
"331","2002","PARIS",95466
"332","2002","MURFREESBORO",101910
"333","2002","FRANKLIN",127075
"334","2002","MOORESVILLE",111708
"335","2002","SARASOTA",121838
"336","2002","COLUMBIA",208169
"337","2002","NATCHITOCHES",91180
"338","2002","PUYALLUP",105354
"339","2002","LE MARS",122103
"340","2002","ORLANDO",120251
"341","2002","MUSKEGON",142033
"342","2002","DUNCANVILLE",104735
"343","2002","PORT LAVACA",38591
"344","2002","OMEGA",103082
"345","2002","GILMER",81661
"346","2002","MCCOOK",101871
"347","2002","ADVANCE",104298
"348","2002","DAWSONVILLE",142411
"349","2002","FREEPORT",94416
"350","2002","OCALA",123980
"351","2002","LOS ANGELES",135016
"352","2002","ELMER",134273
"353","2002","BELLEVUE",233718
"354","2002","HOUSTON",123338
"355","2002","SEATTLE",121509
"356","2002","WHITEVILLE",127524
"357","2002","CHARLOTTE",117315
"358","2002","CLARKSVILLE",142133
"359","2002","WAVERLY",100377
"360","2002","KERRVILLE",85847
"361","2002","HUNTINGTON",136834
"362","2002","BRICK",125971
"363","2002","WEDOWEE",94653
"364","2002","MARYLAND HEIGHTS",99525
"365","2002","BOONE",135757
"366","2002","GRAVETTE",106458
"367","2002","LEBANON",141452
"368","2002","OSSEO",127399
"369","2003","OMAHA",109835
"370","2003","CARTHAGE",262351
"371","2003","TORTOLA",114108
"372","2003","SALT LAKE CITY",87678
"373","2003","DETROIT",52478
"374","2003","OAKLAND",101476
"375","2003","LYONS",98596
"376","2003","CHAMBERS",23715
"377","2003","SCOTTSDALE",140095
"378","2003","VALLEY",104046
"379","2003","ALTAMONT",116790
"380","2003","MCCOOK",122203
"381","2003","DOUGLAS",79272
"382","2003","JOPLIN",106215
"383","2003","BEATRICE",63096
"384","2003","KINGMAN",98871
"385","2003","BROKEN ARROW",99343
"386","2003","MOUNDRIDGE",76991
"387","2003","ENID",90154
"388","2003","EATON",129573
"389","2003","INDEPENDENCE",85196
"390","2003","PRESTONSBURG",97716
"391","2003","GENOA",128580
"392","2003","HYDEN",92971
"393","2003","GRAYSON",60752
"394","2003","LOUISA",110559
"395","2003","PORTLAND",115036
"396","2003","CLAYTON",133207
"397","2003","WINFIELD",84317
"398","2003","MILLEDGEVILLE",103080
"399","2003","DICKSON",86866
"400","2003","ABBEVILLE",87908
"401","2003","WILLISTON",106971
"402","2003","LAFAYETTE",63561
"403","2003","LA FOLLETTE",110944
"404","2003","GAINESVILLE",105608
"405","2003","HARDINSBURG",118954
"406","2003","MONTICELLO",104082
"407","2003","JACKSONVILLE",80967
"408","2003","RIPLEY",65709
"409","2003","COAHOMA",97458
"410","2003","BRADY",106479
"411","2003","MESQUITE",118698
"412","2003","KERMIT",106416
"413","2003","BRENHAM",111049
"414","2003","TAYLOR",52427
"415","2003","TEXARKANA",114840
"416","2003","PITTSFIELD",107911
"417","2003","MAYFIELD",85180
"418","2003","POTOSI",89198
"419","2003","HUTCHINSON",84809
"420","2003","ZUMBROTA",95014
"421","2003","ESCANABA",121552
"422","2003","MORA",99124
"423","2003","PARK RAPIDS",110913
"424","2003","DETROIT LAKES",151731
"425","2003","DEVILS LAKE",103694
"426","2003","ARTHUR",125902
"427","2003","IRON RIVER",84610
"428","2003","AURORA",309395
"429","2003","WYNNE",108147
"430","2003","ARDMORE",93285
"431","2003","PENNSVILLE",59756
"432","2003","SAINT MARTINVILLE",101197
"433","2003","CROSBY",86670
"434","2003","CEDARTOWN",90875
"435","2003","DULUTH",115750
"436","2003","GASSAWAY",82503
"437","2003","WICHITA FALLS",113357
"438","2003","CHILLICOTHE",111837
"439","2003","WILLSBORO",68935
"440","2003","DEWITT",105644
"441","2003","MAYWOOD",104575
"442","2003","NORTHFIELD",110446
"443","2003","BLACK RIVER FALLS",117070
"444","2003","CRETE",137876
"445","2003","OZONA",130948
"446","2003","JEFFERSON CITY",126245
"447","2003","AZLE",91754
"448","2003","WYALUSING",100560
"449","2003","CLARINDA",55408
"450","2003","PERRY",101696
"451","2003","NEKOOSA",105589
"452","2003","LINCOLN",98253
"453","2003","LA CROSSE",329158
"454","2003","ROCHELLE",69877
"455","2003","WASHINGTON",107128
"456","2003","SPRINGFIELD",84888
"457","2003","NEENAH",145910
"458","2003","WAUPACA",98812
"459","2003","CHICAGO",319377
"460","2003","HARVARD",104990
"461","2003","WALWORTH",95244
"462","2003","LUXEMBURG",133984
"463","2003","MADISON",76320
"464","2003","WELLSBURG",80590
"465","2003","BEAVER DAM",96570
"466","2003","ADA",110501
"467","2003","SANDY",101144
"468","2003","MALAD CITY",108225
"469","2003","ORBISONIA",143608
"470","2003","ROCK VALLEY",119040
"471","2003","LAKE ODESSA",122414
"472","2003","ODESSA",110405
"473","2003","RICHWOOD",76935
"474","2003","WALTON",60992
"475","2003","NEW BALTIMORE",113876
"476","2003","CLEVELAND",150079
"477","2003","FRIENDSHIP",127270
"478","2003","SAINT CHARLES",104945
"479","2003","EAST TAWAS",127794
"480","2003","FAYETTE",69435
"481","2003","MCCONNELLSBURG",103288
"482","2003","MANCHESTER",75161
"483","2003","TULSA",100488
"484","2003","BOSCOBEL",94471
"485","2003","BLACKSHEAR",114236
"486","2003","SHEPHERDSVILLE",80853
"487","2003","FORT WORTH",176697
"488","2003","GRAND JUNCTION",77139
"489","2003","TESCOTT",114110
"490","2003","CANYON",119404
"491","2003","HUNTINGDON",88204
"492","2003","GAYLORD",118576
"493","2003","BOAZ",82690
"494","2003","HARTFORD",76821
"495","2003","SAINT JAMES",132549
"496","2003","BROWN CITY",107710
"497","2003","AMERICUS",85055
"498","2003","ANAMOSA",87132
"499","2003","HOLLY SPRINGS",37704
"500","2003","RAWLINS",79847
"501","2003","ENUMCLAW",98867
"502","2003","VINITA",86005
"503","2003","ATHENS",111778
"504","2003","EAU CLAIRE",102224
"505","2003","ROLAND",98382
"506","2003","DENVER",107930
"507","2003","SHOREWOOD",137263
"508","2003","MILWAUKEE",116924
"509","2003","KITTANNING",82304
"510","2003","ELK CITY",104715
"511","2003","LOGAN",241254
"512","2003","MARION",85512
"513","2003","ALICE",115101
"514","2003","MOUNTAIN VIEW",70416
"515","2003","COSHOCTON",132374
"516","2003","SUWANEE",137570
"517","2003","DUNDALK",115525
"518","2003","HATTIESBURG",115241
"519","2003","BAYPORT",95123
"520","2003","MYRTLE BEACH",135612
"521","2003","LINCOLNWOOD",74391
"522","2003","LUCEDALE",99841
"523","2003","JOHNSON CITY",130621
"524","2003","ALBION",96441
"525","2003","LOUISVILLE",119282
"526","2003","NEWPORT",129935
"527","2003","AMORY",47655
"528","2003","OAK BROOK",119218
"529","2003","ROUND LAKE HEIGHTS",132841
"530","2003","ALTON",92145
"531","2003","GONZALES",111027
"532","2003","PARK RIDGE",119489
"533","2003","MASCOUTAH",96642
"534","2003","IDAHO FALLS",104982
"535","2003","FALMOUTH",88426
"536","2003","PARIS",106142
"537","2003","ABSECON",46818
"538","2003","FRANKLIN",227181
"539","2003","MOORESVILLE",107617
"540","2003","ROSEAU",66047
"541","2003","COLUMBIA",74497
"542","2003","NATCHITOCHES",83809
"543","2003","FARMINGTON HILLS",148624
"544","2003","CARTERSVILLE",138257
"545","2003","UNION SPRINGS",99639
"546","2003","FRYBURG",117319
"547","2003","BATON ROUGE",115505
"548","2003","BOWLING GREEN",135245
"549","2003","PORT LAVACA",38371
"550","2003","CAMERON",71392
"551","2003","OMEGA",106391
"552","2003","GREENWOOD",57910
"553","2003","ALBANY",109588
"554","2003","TERRE HAUTE",77521
"555","2003","FREEPORT",91363
"556","2003","GRESHAM",141056
"557","2003","HOUSTON",107897
"558","2003","GREENVILLE",150396
"559","2003","BERNARDSVILLE",113901
"560","2003","BELLEVUE",116770
"561","2003","SANTA ANA",107915
"562","2003","JONESBORO",103142
"563","2003","WILLIAMSPORT",90303
"564","2003","WAVERLY",84591
"565","2003","VANCOUVER",153272
"566","2003","PASCO",124393
"567","2003","WEDOWEE",78787
"568","2003","MARYLAND HEIGHTS",99075
"569","2003","LYNCHBURG",136043
"570","2003","COVINGTON",137945
"571","2003","SACRAMENTO",119758
"572","2003","OSSEO",131024
"573","2003","COCHRAN",133727
"574","2003","RENO",82447
"575","2003","BEVERLY",134988
"576","2003","PHOENIX",91445
"577","2004","OMAHA",117861
"578","2004","CARTHAGE",132176
"579","2004","TORTOLA",115156
"580","2004","SALT LAKE CITY",81496
"581","2004","DETROIT",0
"582","2004","CASA GRANDE",90430
"583","2004","LYONS",101903
"584","2004","COALGATE",93571
"585","2004","GREENLEAF",65026
"586","2004","CHAMBERS",23806
"587","2004","GOTHENBURG",114772
"588","2004","VALLEY",102620
"589","2004","BELTON",128616
"590","2004","JOPLIN",117490
"591","2004","BEATRICE",81890
"592","2004","SEWARD",108979
"593","2004","YUKON",78964
"594","2004","MOUNDRIDGE",91824
"595","2004","ENID",93150
"596","2004","GREAT BEND",123601
"597","2004","CAMERON",221247
"598","2004","INDEPENDENCE",91536
"599","2004","PRESTONSBURG",100830
"600","2004","GRAYSON",63153
"601","2004","LOUISA",114311
"602","2004","PORT GIBSON",103362
"603","2004","PICAYUNE",135568
"604","2004","LEESVILLE",67834
"605","2004","MARKSVILLE",117902
"606","2004","WAYNESBORO",116318
"607","2004","VILLE PLATTE",77669
"608","2004","WINFIELD",86701
"609","2004","MILLEDGEVILLE",118908
"610","2004","DICKSON",93507
"611","2004","WILLISTON",109869
"612","2004","LAFAYETTE",64966
"613","2004","ALICEVILLE",121574
"614","2004","GAINESVILLE",104420
"615","2004","HARDINSBURG",120522
"616","2004","MONTICELLO",100865
"617","2004","NEW HAVEN",150563
"618","2004","JACKSONVILLE",83207
"619","2004","RIPLEY",67795
"620","2004","COAHOMA",89240
"621","2004","WACO",114691
"622","2004","SMITHVILLE",124291
"623","2004","VAN ALSTYNE",113912
"624","2004","TAYLOR",48257
"625","2004","TEXARKANA",119004
"626","2004","PITTSFIELD",124013
"627","2004","MAYFIELD",78880
"628","2004","POTOSI",94377
"629","2004","SENATOBIA",87910
"630","2004","HUTCHINSON",91370
"631","2004","ZUMBROTA",99667
"632","2004","ESCANABA",128070
"633","2004","RONAN",109924
"634","2004","MORA",107706
"635","2004","PARK RAPIDS",129301
"636","2004","PRIOR LAKE",111783
"637","2004","FARIBAULT",99265
"638","2004","DEVILS LAKE",109787
"639","2004","IRON RIVER",102927
"640","2004","LOLO",134389
"641","2004","METROPOLIS",92593
"642","2004","WYNNE",119262
"643","2004","FONTANELLE",99618
"644","2004","PENNSVILLE",59953
"645","2004","POMEROY",113772
"646","2004","SAINT MARTINVILLE",106163
"647","2004","MADISON",137114
"648","2004","CROSBY",102696
"649","2004","DULUTH",126661
"650","2004","GASSAWAY",75446
"651","2004","WICHITA FALLS",113642
"652","2004","RANTOUL",88867
"653","2004","FLEETWOOD",78008
"654","2004","WILLSBORO",76834
"655","2004","DEWITT",76325
"656","2004","MAYWOOD",119255
"657","2004","BONIFAY",141492
"658","2004","AILEY",121632
"659","2004","AZLE",92563
"660","2004","HAWESVILLE",60222
"661","2004","CLARINDA",53939
"662","2004","PERRY",95043
"663","2004","LAWLER",129950
"664","2004","NEKOOSA",109694
"665","2004","LA CROSSE",216857
"666","2004","FREEPORT",237666
"667","2004","OSWEGO",38945
"668","2004","SPRINGFIELD",98283
"669","2004","SPENCER",97424
"670","2004","MORRIS",112002
"671","2004","OAK FOREST",118760
"672","2004","WAUPACA",111188
"673","2004","HARVARD",80938
"674","2004","BEAVER DAM",115074
"675","2004","WONDER LAKE",117879
"676","2004","ADA",116014
"677","2004","SANDY",99453
"678","2004","FREMONT",102735
"679","2004","MCCONNELLSBURG",208109
"680","2004","MALAD CITY",117800
"681","2004","ROCK VALLEY",139403
"682","2004","LA HARPE",85174
"683","2004","LAKE ODESSA",135421
"684","2004","ODESSA",119770
"685","2004","ENGLEWOOD",133750
"686","2004","RICHWOOD",93520
"687","2004","WALTON",64137
"688","2004","SAINT CHARLES",112305
"689","2004","EAST TAWAS",133919
"690","2004","FAYETTE",75586
"691","2004","DENNISON",114940
"692","2004","MANCHESTER",83217
"693","2004","TULSA",244691
"694","2004","BOSCOBEL",109263
"695","2004","ASHBURN",112404
"696","2004","BLACKSHEAR",128729
"697","2004","SHEPHERDSVILLE",78659
"698","2004","TESCOTT",116112
"699","2004","DIETERICH",99245
"700","2004","HUNTINGDON",93684
"701","2004","STEVENSON",94094
"702","2004","CHICAGO",279166
"703","2004","BETHANY",120866
"704","2004","HARTFORD",78778
"705","2004","BROWN CITY",115165
"706","2004","GLADSTONE",128414
"707","2004","ANAMOSA",89387
"708","2004","HOLLY SPRINGS",35128
"709","2004","LOS ANGELES",118196
"710","2004","LARAMIE",114447
"711","2004","VALENTINE",30589
"712","2004","RAWLINS",92400
"713","2004","VINITA",95105
"714","2004","EAST DUBUQUE",141429
"715","2004","BRIDGEPORT",70604
"716","2004","HOBBS",31645
"717","2004","BROWNSVILLE",112696
"718","2004","ATHENS",261640
"719","2004","EAU CLAIRE",105218
"720","2004","BUCYRUS",79592
"721","2004","DENVER",113612
"722","2004","SHOREWOOD",142093
"723","2004","MILWAUKEE",113038
"724","2004","WATSEKA",78050
"725","2004","GLASGOW",101736
"726","2004","DELHI",63612
"727","2004","KITTANNING",85609
"728","2004","ALICE",134999
"729","2004","POPLAR BLUFF",133863
"730","2004","LOGAN",125289
"731","2004","ROME",99487
"732","2004","FLEMINGSBURG",124747
"733","2004","BAYPORT",113517
"734","2004","DELAVAN",99632
"735","2004","LINCOLNWOOD",67960
"736","2004","ALBION",102681
"737","2004","ELKO",94442
"738","2004","FARMINGTON HILLS",132366
"739","2004","ALTON",96584
"740","2004","WOODSBORO",99683
"741","2004","PARIS",104563
"742","2004","ABSECON",46188
"743","2004","MOORESVILLE",115694
"744","2004","ROSEAU",66334
"745","2004","HEPPNER",89740
"746","2004","NATCHITOCHES",85342
"747","2004","GRANTS PASS",117253
"748","2004","UNION SPRINGS",103451
"749","2004","FRYBURG",119709
"750","2004","FRIDAY HARBOR",86182
"751","2004","FORT LAUDERDALE",255114
"752","2004","SPOKANE",112500
"753","2004","PAHOKEE",96552
"754","2004","OCALA",107289
"755","2004","APPLETON",148191
"756","2004","BOWLING GREEN",147601
"757","2004","PORT LAVACA",41583
"758","2004","GREENWOOD",67602
"759","2004","ENGLAND",123285
"760","2004","LEWISTON",118218
"761","2004","WEDOWEE",170155
"762","2004","CANTON",85014
"763","2004","TOPEKA",128128
"764","2004","SARASOTA",130654
"765","2004","EAGLE RIVER",100793
"766","2004","NORTH KANSAS CITY",142412
"767","2004","LUTHERVILLE",151027
"768","2004","AURORA",124463
"769","2004","IVA",96204
"770","2004","STATESBORO",138277
"771","2004","SEATTLE",264775
"772","2004","BELLEVUE",133596
"773","2004","MCALLEN",112874
"774","2004","SAN LUIS OBISPO",115888
"775","2004","WAVERLY",81836
"776","2004","VANCOUVER",110413
"777","2004","CORAL GABLES",65184
"778","2004","LUBBOCK",132664
"779","2004","LAKE CITY",116603
"780","2004","STERLING",137640
"781","2004","MARYLAND HEIGHTS",107868
"782","2004","LYNCHBURG",272225
"783","2004","FRANKLIN",118323
"784","2004","MOUNT AIRY",135340
"785","2004","WEYMOUTH",132490
"786","2004","JASPER",120859
"787","2004","COCHRAN",128072
"788","2004","FREDERICK",135668
"789","2004","PHOENIX",92033
"790","2004","CLARKSDALE",105049
"791","2004","SAINT PETERSBURG",119562
"792","2004","EVANSVILLE",137587
"793","2004","CLEVELAND",126609
"794","2004","BOISE",121009
"795","2005","OMAHA",139080
"796","2005","TORTOLA",116101
"797","2005","SALT LAKE CITY",83498
"798","2005","DETROIT",0
"799","2005","OAKLAND",113988
"800","2005","COZAD",115405
"801","2005","LYONS",108052
"802","2005","COALGATE",102086
"803","2005","GREENLEAF",63454
"804","2005","CHAMBERS",24065
"805","2005","VALLEY",101678
"806","2005","STOCKTON",115539
"807","2005","JOPLIN",107886
"808","2005","BEATRICE",89697
"809","2005","KINGMAN",95536
"810","2005","BROKEN ARROW",119649
"811","2005","YUKON",93030
"812","2005","MOUNDRIDGE",101638
"813","2005","AINSWORTH",33138
"814","2005","CAMERON",234838
"815","2005","POTEAU",103142
"816","2005","SCOTTDALE",53602
"817","2005","INDEPENDENCE",86411
"818","2005","PRESTONSBURG",101376
"819","2005","GRAYSON",68056
