"","co","name","time","city","loan","atot"
"4102","1065378","FIRST NAT BSHRS","2003","GOODLAND",184498,"316521"
"4103","1066003","NBC CORP OF OKLAHOMA","2003","OKLAHOMA CITY",227797,"290968"
"4104","1066067","FREMONT BC","2003","CANON CITY",246914,"363589"
"4105","1066209","LAURITZEN CORP","2003","OMAHA",620262,"1153637"
"4106","1066414","NODAWAY VALLEY BSHRS","2003","MARYVILLE",372396,"541625"
"4107","1066713","SUNFLOWER FNCL","2003","SALINA",715227,"985161"
"4108","1066982","FIRST PL FC","2003","MINNEAPOLIS",3191332,"5464281"
"4109","1067626","PRAIRIE CAP","2003","AUGUSTA",179294,"336822"
"4110","1067804","HILLCREST BSHRS","2003","OVERLAND PARK",786386,"1050926"
"4111","1068025","KEYCORP","2003","CLEVELAND",62700355,"84146964"
"4112","1068191","HUNTINGTON BSHRS","2003","COLUMBUS",21289718,"30565542"
"4113","1068294","BANK ONE CORP","2003","CHICAGO",171511000,"326563000"
"4114","1068762","MELLON FNCL CORP","2003","PITTSBURGH",7450765,"34048947"
"4115","1069125","NATIONAL CITY CORP","2003","CLEVELAND",94646412,"113933460"
"4116","1069273","LAWRENCE KEISTER & CO","2003","SCOTTDALE",60328,"186521"
"4117","1069778","PNC FNCL SVC GROUP","2003","PITTSBURGH",35507604,"68193348"
"4118","1070336","FIRST WV BC","2003","WHEELING",146711,"284111"
"4119","1070345","FIFTH THIRD BC","2003","CINCINNATI",54188980,"91143023"
"4120","1070420","TRADITIONAL BC","2003","MOUNT STERLING",411115,"543055"
"4121","1070448","WESBANCO","2003","WHEELING",1933538,"3445008"
"4122","1070484","CITIZENS BSHRS","2003","SOMERSET",207091,"322445"
"4123","1070569","NEXTIER INC","2003","BUTLER",315920,"453428"
"4124","1070578","PEOPLES BC","2003","MARIETTA",917845,"1736104"
"4125","1070617","PROVIDENT FNCL GROUP","2003","CINCINNATI",9541229,"17115479"
"4126","1070644","COMMUNITY TR BC","2003","PIKEVILLE",1736575,"2474039"
"4127","1070747","OAK HILL FNCL","2003","JACKSON",818874,"938281"
"4128","1070756","NB&T FNCL GROUP","2003","WILMINGTON",409821,"664928"
"4129","1070765","COMMUNITY BSHRS","2003","MCARTHUR",364891,"523931"
"4130","1070804","FIRSTMERIT CORP","2003","AKRON",6617450,"10476604"
"4131","1070831","KENTUCKY BSHRS INC","2003","PARIS",320761,"500634"
"4132","1070840","COLONIAL BC","2003","EATON",129573,"174921"
"4133","1070970","INDEPENDENCE BC","2003","INDEPENDENCE",85196,"149086"
"4134","1070998","FIRST ST BSHRS","2003","MIDDLESBORO",283917,"347306"
"4135","1071043","FIRST PRESTONSBURG BSHRS","2003","PRESTONSBURG",97716,"168861"
"4136","1071191","FARMERS NAT BC","2003","CANFIELD",482534,"813211"
"4137","1071203","SKY FNCL GROUP","2003","BOWLING GREEN",9406119,"12896494"
"4138","1071276","FIRST FNCL BC","2003","CINCINNATI",2799624,"3956062"
"4139","1071306","FIRST COMMONWEALTH FNCL CORP","2003","INDIANA",2824882,"5187097"
"4140","1071342","MCCREARY BSHRS","2003","WHITLEY CITY",145864,"218177"
"4141","1071379","BELMONT BC","2003","BRIDGEPORT",157783,"299476"
"4142","1071388","GENBANC","2003","GENOA",128580,"168036"
"4143","1071397","S&T BC","2003","INDIANA",2100620,"2885540"
"4144","1071409","FIRST NAT LONDON BSHRS CORP","2003","LONDON",171552,"238739"
"4145","1071454","RURBAN FNCL CORP","2003","DEFIANCE",284341,"435312"
"4146","1071463","CUMBERLAND VALLEY FNCL CO","2003","LONDON",263127,"444796"
"4147","1071502","UNITED BC","2003","MARTINS FERRY",198609,"385523"
"4148","1071511","FARMERS NAT BC","2003","CYNTHIANA",80920,"175289"
"4149","1071539","MIDDLEFORK FNCL GROUP","2003","HYDEN",92971,"174807"
"4150","1071566","GREENVILLE NAT BC","2003","GREENVILLE",205297,"282122"
"4151","1071623","CITIZENS NAT CORP","2003","PAINTSVILLE",179904,"321568"
"4152","1071632","UNIZAN FINANCIAL CORP","2003","CANTON",1971163,"2731169"
"4153","1071669","LNB BC","2003","LORAIN",534311,"741024"
"4154","1071726","CROGHAN BSHRS","2003","FREMONT",306292,"402773"
"4155","1071810","COMMERCIAL GRAYSON BSHRS","2003","GRAYSON",60752,"152548"
"4156","1071913","ANDOVER BC","2003","ANDOVER",124757,"249259"
"4157","1072442","MERCANTILE BSHRS CORP","2003","BALTIMORE",9308917,"13695472"
"4158","1073551","WACHOVIA CORP","2003","CHARLOTTE",184884000,"401032000"
"4159","1073757","BANK OF AMER CORP","2003","CHARLOTTE",380341098,"736382656"
"4160","1074156","BB&T CORP","2003","WINSTON-SALEM",62305386,"90466613"
"4161","1075126","RIGGS NAT CORP","2003","WASHINGTON",3225154,"6239161"
"4162","1075500","ABIGAIL ADAMS NAT BC","2003","WASHINGTON",156034,"231906"
"4163","1075612","FIRST CITIZENS BSHRS","2003","RALEIGH",8326598,"12548519"
"4164","1075694","SOUTHERN BSHRS NC","2003","MOUNT OLIVE",631171,"1015315"
"4165","1075881","CHESAPEAKE FNCL SHARES","2003","KILMARNOCK",229663,"332424"
"4166","1075911","FIRST CITIZENS BC","2003","COLUMBIA",2939989,"4301460"
"4167","1075984","PALMETTO BSHRS","2003","GREENVILLE",699612,"898407"
"4168","1076002","NEWBRIDGE BC","2003","GREENSBORO",663446,"867906"
"4169","1076105","BANK OF SOUTHSIDE VA CORP","2003","CARSON",198677,"452174"
"4170","1076123","FIRST NAT CORP","2003","STRASBURG",248232,"344528"
"4171","1076132","FIRST CHARTER CORP","2003","CHARLOTTE",2257774,"4206809"
"4172","1076150","STATE BC","2003","BRUCETON MILLS",189611,"237471"
"4173","1076217","UNITED BSHRS","2003","CHARLESTON",4277205,"6372845"
"4174","1076262","CITY HC","2003","CROSS LANES",1292072,"2213981"
"4175","1076329","PALMETTO ST BSHRS","2003","HAMPTON",132312,"220339"
"4176","1076365","FIRST CENTURY BSHRS","2003","BLUEFIELD",246950,"363727"
"4177","1076431","FIRST BC","2003","TROY",1220866,"1477651"
"4178","1076495","F&M BK CORP","2003","TIMBERVILLE",211231,"309126"
"4179","1076525","FIRST CAROLINA BSHRS CORP","2003","DARLINGTON",170370,"244746"
"4180","1076600","FAUQUIER BSHRS","2003","WARRENTON",298887,"378460"
"4181","1076619","F&M FC","2003","GRANITE QUARRY",286355,"373884"
"4182","1076673","OLD POINT FC","2003","HAMPTON",405111,"645915"
"4183","1076691","AMERICAN NAT BSHRS","2003","DANVILLE",406805,"644302"
"4184","1076703","VIRGINIA CMNTY BSHRS","2003","LOUISA",110559,"158426"
"4185","1077120","SUNTRUST BHC","2003","ORLANDO",86185304,"125009609"
"4186","1078332","REGIONS FC","2003","BIRMINGHAM",33477441,"48881023"
"4187","1078529","BBVA USA BSHRS","2003","HOUSTON",17365802,"27032300"
"4188","1078604","AMSOUTH BC","2003","BIRMINGHAM",29476000,"45670092"
"4189","1078846","SYNOVUS FC","2003","COLUMBUS",16598220,"21597189"
"4190","1078921","HIBERNIA CORP","2003","NEW ORLEANS",13078163,"18560442"
"4191","1078958","CITIZENS BSHRS CORP","2003","ATLANTA",212567,"360412"
"4192","1079067","GADSDEN CORP","2003","ALTOONA",111888,"180741"
"4193","1079441","SOUTHTRUST CORP","2003","BIRMINGHAM",35831138,"52128326"
"4194","1079562","TRUSTMARK CORP","2003","JACKSON",5032612,"7914321"
"4195","1079731","A WILBERTS SONS LUMBER & SHING","2003","PLAQUEMINE",129672,"186816"
"4196","1079740","WHITNEY HC","2003","NEW ORLEANS",4897919,"7761180"
"4197","1080139","TRUST NO 3 UNDER THE WILL OF","2003","TROY",272083,"438577"
"4198","1080465","COLONIAL BANCGROUP","2003","MONTGOMERY",11967219,"16288730"
"4199","1080568","GREAT SOUTHERN CAP CORP","2003","MERIDIAN",128852,"219165"
"4200","1080595","COMMUNITY BSHRS OF MS","2003","BRANDON",1027739,"1396058"
"4201","1080803","VOLUNTEER ST BSHRS","2003","PORTLAND",115036,"168952"
"4202","1081060","FIRST CITIZENS BC","2003","CLEVELAND",406018,"577996"
"4203","1081079","CITRUS & CHEM BC","2003","BARTOW",327500,"621760"
"4204","1081097","MANSURA BSHRS","2003","MANSURA",129821,"204291"
"4205","1081118","FIDELITY SOUTHERN CORP","2003","ATLANTA",833028,"1093252"
"4206","1081136","MID ST BK","2003","HAWKINSVILLE",218166,"289727"
"4207","1081239","CREWS BKG CORP","2003","WAUCHULA",359053,"533699"
"4208","1081314","PERSONS BKG CO","2003","MACON",295383,"400290"
"4209","1081538","SOUTHWEST GA FC","2003","MOULTRIE",97115,"246153"
"4210","1081613","BPC CORP","2003","COOKEVILLE",181051,"383484"
"4211","1081622","SOUTH BKG CO","2003","ALMA",172672,"237536"
"4212","1081716","FIRST VOLUNTEER CORP","2003","CHATTANOOGA",324343,"467015"
"4213","1081873","COMMUNITY BSHRS","2003","LAGRANGE",545465,"766185"
"4214","1082058","SOUTHEASTERN BKG CORP","2003","DARIEN",205680,"374367"
"4215","1082067","AMERIS BC","2003","MOULTRIE",840539,"1168044"
"4216","1082209","BANCINDEPENDENT","2003","SHEFFIELD",290907,"423267"
"4217","1082375","BRANNEN BK OF FL","2003","INVERNESS",252797,"472546"
"4218","1082393","FIRST PULASKI NAT CORP","2003","PULASKI",228304,"418422"
"4219","1082469","MERCHANTS & S BK OF FL","2003","GAINESVILLE",116387,"197016"
"4220","1082478","TWIN CITIES FNCL SVC","2003","MARYVILLE",162194,"241938"
"4221","1082692","FIRST SW CORP","2003","MCCOMB",119510,"227892"
"4222","1082731","EXECUTIVE BKG CORP","2003","MIAMI",102790,"243219"
"4223","1082777","UNITED BC","2003","BARNESVILLE",362666,"527730"
"4224","1082816","NBANK CORP","2003","COMMERCE",227360,"267496"
"4225","1082852","THORNTON HC","2003","DOUGLASVILLE",185205,"214859"
"4226","1082870","CARTER CTY BC","2003","ELIZABETHTON",132861,"184853"
"4227","1083185","ANDREW JOHNSON BSHRS","2003","GREENEVILLE",155421,"177803"
"4228","1083336","CAMERON BSHRS","2003","LAKE CHARLES",243569,"428363"
"4229","1083475","CITIZENS HC","2003","PHILADELPHIA",357064,"550761"
"4230","1083587","FIRST ST CORP","2003","WAYNESBORO",162566,"289888"
"4231","1083635","AMERICAN GATEWAY FNCL CORP","2003","PORT ALLEN",173674,"237676"
"4232","1083671","COASTAL BSHRS","2003","SAVANNAH",207369,"239218"
"4233","1083680","BLOSSMAN BSHRS","2003","LACOMBE",315093,"401379"
"4234","1083729","ONE AMER CORP","2003","VACHERIE",266127,"436770"
"4235","1083783","FIRST FARMERS & MRCH CORP","2003","COLUMBIA",424714,"828813"
"4236","1083840","FIRST ALACHUA BKG CORP","2003","ALACHUA",126946,"225883"
"4237","1083895","UNITED BC OF AL","2003","ATMORE",164147,"254979"
"4238","1083934","PAB BSHRS","2003","VALDOSTA",538644,"730741"
"4239","1084061","BANCSOUTH CORP","2003","DOTHAN",177095,"217115"
"4240","1084128","FMB BKG CORP","2003","MONTICELLO",225881,"297982"
"4241","1084155","WAKULLA BC","2003","CRAWFORDVILLE",188150,"280787"
"4242","1084212","BRITTON & KOONTZ CAP CORP","2003","NATCHEZ",209693,"374406"
"4243","1084511","COMMUNITY BK OF S FL","2003","HOMESTEAD",244178,"392319"
"4244","1084575","PRIORITYONE CAP CORP","2003","MAGEE",206482,"287153"
"4245","1084623","HENRY CTY BSHRS","2003","STOCKBRIDGE",420310,"515139"
"4246","1084669","FNB BKG CO","2003","GRIFFIN",233174,"302089"
"4247","1084780","BARTOW BSHRS","2003","CARTERSVILLE",198205,"275503"
"4248","1085004","KISLAK FC","2003","MIAMI LAKES",524399,"838025"
"4249","1085013","SEACOAST BKG CORP OF FL","2003","STUART",714195,"1353823"
"4250","1085170","COLONY BC","2003","FITZGERALD",655853,"867649"
"4251","1085228","LIBERTY BC OF GA","2003","CLAYTON",133207,"160678"
"4252","1085255","WEST AL CAP CORP","2003","REFORM",192623,"335635"
"4253","1085330","SEQUATCHIE VALLEY BSHRS","2003","DUNLAP",202637,"308194"
"4254","1085358","UNION BSHRS","2003","PELL CITY",114043,"254278"
"4255","1085488","FCB CORP","2003","MANCHESTER",153021,"233524"
"4256","1085509","CAPITAL CITY BK GRP","2003","TALLAHASSEE",1341632,"1845794"
"4257","1085572","FIRST SCTY BSHRS","2003","LAVONIA",164590,"253131"
"4258","1085602","PEOPLES BC","2003","WINFIELD",51912,"153304"
"4259","1085611","PEOPLES HC","2003","WINDER",120717,"235789"
"4260","1085826","COLUMBIANA BSHRS","2003","COLUMBIANA",146383,"232983"
"4261","1085844","FIRST OF HMSTD","2003","HOMESTEAD",115874,"240183"
"4262","1085862","EXCHANGE BSHRS","2003","MILLEDGEVILLE",103080,"157449"
"4263","1085880","NBN CORP","2003","NEWPORT",168982,"258209"
"4264","1085899","DICKSON FC","2003","DICKSON",86866,"158724"
"4265","1085929","GULF COAST BSHRS","2003","ABBEVILLE",87908,"167549"
"4266","1085947","WILLISTON HC","2003","WILLISTON",106971,"158016"
"4267","1085965","LAFAYETTE BSHRS","2003","LAFAYETTE",63561,"155196"
"4268","1086001","N W SVC CORP","2003","RINGGOLD",298275,"415885"
"4269","1086122","FIRST FARMERS BSHRS","2003","PORTLAND",189636,"305384"
"4270","1086131","FIRST NAT BKR BSHRS","2003","BATON ROUGE",70234,"289130"
"4271","1086168","UNITED SCTY BSHRS","2003","THOMASVILLE",386578,"567783"
"4272","1086243","FIRST HARALSON CORP","2003","BUCHANAN",114972,"192783"
"4273","1086270","CNB BSHRS","2003","SEVIERVILLE",291968,"433573"
"4274","1086298","SOUTH LA FC","2003","HOUMA",133732,"201350"
"4275","1086449","FIRST MCMINNVILLE CORP","2003","MCMINNVILLE",148520,"304399"
"4276","1086458","SEVIER CTY BSHRS","2003","SEVIERVILLE",157383,"294079"
"4277","1086506","LAFOLLETTE FIRST NAT CORP","2003","LA FOLLETTE",110944,"168191"
"4278","1086533","HANCOCK HC","2003","GULFPORT",2448644,"4150358"
"4279","1086654","MIDSOUTH BC","2003","LAFAYETTE",261873,"432697"
"4280","1086748","LIBERTY SHARES","2003","HINESVILLE",175341,"281249"
"4281","1086766","HABERSHAM BC","2003","CORNELIA",266933,"376591"
"4282","1086814","FMB BSHRS","2003","LAKELAND",143451,"180990"
"4283","1090987","MB FNCL","2003","CHICAGO",2829624,"4355093"
"4284","1093728","NATIONAL CMRC FC","2003","MEMPHIS",13298075,"23002505"
"4285","1094314","CENTRAL BANCOMPANY","2003","JEFFERSON CITY",3863634,"6218935"
"4286","1094369","UNION PLANTERS CORP","2003","MEMPHIS",22828511,"31918488"
"4287","1094613","DELTA BSHRS CO","2003","SAINT LOUIS",544032,"682298"
"4288","1094640","FIRST HORIZON NAT CORP","2003","MEMPHIS",16969401,"24507953"
"4289","1094828","SIMMONS FIRST NAT CORP","2003","PINE BLUFF",1430525,"2235778"
"4290","1094864","LAKE HAMILTON ENTERPRISES","2003","LITTLE ROCK",118577,"281954"
"4291","1095058","BACKLUND INV CO","2003","PEORIA",139217,"291331"
"4292","1095254","MARSHFIELD INVESTMENT CO","2003","SPRINGFIELD",361785,"465279"
"4293","1095414","AMERICAN CENTRAL BANCORP","2003","SPRINGFIELD",161766,"245134"
"4294","1095423","PULASKI INVESTMENT CORP","2003","LITTLE ROCK",257909,"367387"
"4295","1095469","CENTURY BSHRS","2003","GAINESVILLE",105608,"149042"
"4296","1095638","FARMERS BSHRS","2003","HARDINSBURG",118954,"160388"
"4297","1095674","ARVEST BK GRP","2003","BENTONVILLE",4802390,"6993370"
"4298","1095722","TOWN & COUNTRY BSHRS","2003","SALEM",211307,"281284"
"4299","1095759","PHELPS CTY BSHRS","2003","ROLLA",132218,"194014"
"4300","1095816","T&C BANCORP","2003","QUINCY",151243,"194730"
"4301","1095852","WEST PLAINS BSHRS","2003","WEST PLAINS",115877,"194650"
"4302","1095889","FIRST IL BANCORP","2003","EAST SAINT LOUIS",165242,"334924"
"4303","1095982","FIRST M&F CORP","2003","KOSCIUSKO",781390,"1078298"
"4304","1096176","EXCHANGE BSHRS","2003","MAYFIELD",186156,"246405"
"4305","1096372","ROYAL BSHRS","2003","SAINT LOUIS",210691,"292341"
"4306","1096448","FIRST STATE BKG CORP","2003","RUSSELLVILLE",116444,"233368"
"4307","1096484","PLANTERS HOLDING COMPANY","2003","INDIANOLA",262549,"412728"
"4308","1096505","FIRST SECURITY BANCORP","2003","SEARCY",1091581,"1868862"
"4309","1096550","FIRST ARKANSAS BSHRS","2003","JACKSONVILLE",161091,"264727"
"4310","1096952","GUARANTY CAPITAL CORP","2003","BELZONI",154028,"251757"
"4311","1097016","BREMEN BC","2003","SAINT LOUIS",148388,"198561"
"4312","1097025","REPUBLIC BANCORP","2003","LOUISVILLE",1595684,"2131194"
"4313","1097061","PEOPLES CORP","2003","RIPLEY",136816,"302570"
"4314","1097070","FIRST NATIONAL HC","2003","OXFORD",94511,"193578"
"4315","1097089","BANK OF THE OZARKS","2003","LITTLE ROCK",909147,"1386739"
"4316","1097098","CALLAWAY SCTY BKS","2003","FULTON",161174,"232826"
"4317","1097100","FIRST VALLEY NAT CORP","2003","CLARKSDALE",107733,"188131"
"4318","1097173","LINCOLN CTY BC","2003","TROY",284440,"481275"
"4319","1097182","UNITED CMNTY BC","2003","CHATHAM",276809,"535426"
"4320","1097221","OHIO VALLEY BANCORP","2003","HENDERSON",107341,"178114"
"4321","1097249","WEST TENNESSEE BSHRS","2003","BARTLETT",204495,"404923"
"4322","1097306","BANCPLUS CORP","2003","RIDGELAND",840371,"1178361"
"4323","1097388","FIRST DELTA BSHRS","2003","BLYTHEVILLE",104183,"282444"
"4324","1097445","BANCSTAR","2003","FESTUS",191192,"277364"
"4325","1097511","UNIVERSAL BANCORP","2003","BLOOMFIELD",236313,"325835"
"4326","1097566","CITIZENS UNION BANCORP","2003","SHELBYVILLE",412160,"543952"
"4327","1097575","FIRST NAT BSHRS","2003","CAMDENTON",116340,"247949"
"4328","1097614","BANCORPSOUTH","2003","TUPELO",6309200,"10328425"
"4329","1097771","STATE CAPITAL CORP","2003","GREENWOOD",490720,"637401"
"4330","1097838","HARDIN CTY BSHRS","2003","SAVANNAH",109875,"209526"
"4331","1097922","MONTICELLO BSHRS","2003","MONTICELLO",240928,"326962"
"4332","1097986","COMMUNITY FINANCIAL SERVICES","2003","BENTON",188868,"313606"
"4333","1098031","EDMONTON BSHRS","2003","EDMONTON",188973,"272666"
"4334","1098152","FRANKLIN BANCORP","2003","FRANKLIN",176287,"202369"
"4335","1098198","DREW BSHRS","2003","MONTICELLO",104082,"158260"
"4336","1098303","OLD NAT BC","2003","EVANSVILLE",5587144,"9354586"
"4337","1098385","SVB&T CORP","2003","FRENCH LICK",171712,"236496"
"4338","1098415","MOUNTAIN HOME BSHRS","2003","MOUNTAIN HOME",135554,"268397"
"4339","1098509","SECURITY CAPITAL CORP","2003","BATESVILLE",204415,"340737"
"4340","1098581","COUNTRY BANCORP","2003","HILLSBORO",145971,"200151"
"4341","1098590","BANCORP OF SOUTHERN IN","2003","SEYMOUR",226267,"316957"
"4342","1098620","GERMAN AMER BC","2003","JASPER",613282,"925946"
"4343","1098648","CASS INFO SYS","2003","BRIDGETON",469032,"639696"
"4344","1098705","FIRST ST BC","2003","CARUTHERSVILLE",228670,"306708"
"4345","1098732","FARMERS CAPITAL BK CORP","2003","FRANKFORT",755945,"1318565"
"4346","1098741","GERMANTOWN BANC CORP","2003","GERMANTOWN",113427,"259485"
"4347","1098796","FIRST CITIZENS BSHRS","2003","DYERSBURG",488107,"726104"
"4348","1098844","RENASANT CORP","2003","TUPELO",864259,"1415459"
"4349","1098880","FIRST UNION FINANCIAL CORP","2003","MONTICELLO",131416,"187581"
"4350","1098929","SOUTHERN IL BANCORP","2003","CARMI",127434,"197146"
"4351","1099074","SOUTHERN BSHRS CORP","2003","SAINT LOUIS",306666,"474230"
"4352","1099122","WILSON & MUIR BANCORP","2003","BARDSTOWN",175922,"273949"
"4353","1099140","FIRST BANCORP","2003","RUSSELL SPRINGS",135538,"258559"
"4354","1099195","LBT BSHRS","2003","LITCHFIELD",117768,"194240"
"4355","1099328","MERCANTILE BANCORP","2003","QUINCY",642502,"906152"
"4356","1099382","COMMERCIAL HC","2003","PARIS",286344,"409837"
"4357","1099449","BANCSHARES OF EASTERN AR","2003","FORREST CITY",85621,"251543"
"4358","1099654","FIRST VANDALIA CORP","2003","VANDALIA",91499,"179431"
"4359","1099672","FARMERS & MERCHANTS BSHRS","2003","STUTTGART",165479,"275281"
"4360","1099690","FNBC BC","2003","ASH FLAT",194728,"254713"
"4361","1099766","CMNTY FIRST FNCL GROUP","2003","CHAPEL HILL",332331,"569782"
"4362","1099793","FARMERS HOLDING CO","2003","JACKSONVILLE",80967,"154393"
"4363","1099814","MARIES CTY BC","2003","VIENNA",280453,"389222"
"4364","1099823","BANCSHARES RIPLEY","2003","RIPLEY",65709,"160771"
"4365","1099908","PADUCAH BSHRS","2003","PADUCAH",262104,"358195"
"4366","1099917","FIRST ST BSHRS","2003","FARMINGTON",381382,"504703"
"4367","1099980","MNB BSHRS","2003","MALVERN",176519,"379365"
"4368","1100000","INDEPENDENT SOUTH BSHRS","2003","BROWNSVILLE",358784,"470640"
"4369","1100037","CADENCE FNCL CORP","2003","STARKVILLE",589114,"1093224"
"4370","1100046","STATE HOLDING CO","2003","LITTLE ROCK",110205,"201271"
"4371","1100091","FIRST WESTERN BSHRS","2003","BOONEVILLE",153799,"248803"
"4372","1100112","FIRST FARMERS BK HC","2003","BARDSTOWN",145213,"228414"
"4373","1100176","FIRST COMMUNITY BKG CORP","2003","HOT SPRINGS",235298,"367957"
"4374","1100224","FIRST NAT BSHRS HEMPSTEAD CTY","2003","HOPE",109335,"178711"
"4375","1100813","FIRST TX BC","2003","GEORGETOWN",273159,"686484"
"4376","1101726","TEXAS GULF BSHRS","2003","HOUSTON",105907,"207245"
"4377","1101735","BANCSHARES","2003","HOUSTON",278751,"302769"
"4378","1102200","COMMUNITY CO","2003","WACO",184638,"266575"
"4379","1102312","FIRST FNCL BSHRS","2003","ABILENE",987523,"2092571"
"4380","1102367","CULLEN/FROST BKR","2003","SAN ANTONIO",4593674,"9723968"
"4381","1102581","CU BK SHARES","2003","DALLAS",210554,"458952"
"4382","1103177","AMERICAN ST FNCL CORP","2003","LUBBOCK",543202,"1701179"
"4383","1103391","HALECO BSHRS","2003","PLAINVIEW",166797,"294195"
"4384","1103672","WESTERN BSHRS","2003","COAHOMA",97458,"161107"
"4385","1103766","LONGVIEW FC","2003","LONGVIEW",436182,"624402"
"4386","1103793","PLANTERS & MRCH BSHRS","2003","HEARNE",100376,"176731"
"4387","1103878","TEXAS INDEPENDENT BSHRS","2003","TEXAS CITY",193737,"473430"
"4388","1104017","COMMUNITY BK HOLD TX","2003","CORSICANA",139359,"274031"
"4389","1104080","SUMMIT BSHRS","2003","FORT WORTH",553769,"795478"
"4390","1104147","REUNION BSHRS","2003","DALLAS",164651,"223110"
"4391","1104231","INTERNATIONAL BSHRS CORP","2003","LAREDO",2749001,"6578336"
"4392","1104307","BAYLOR BSHRS","2003","SEYMOUR",45047,"193858"
"4393","1104325","KLEBERG AND CO BKR","2003","KINGSVILLE",110434,"180536"
"4394","1104576","INDEPENDENT BSHRS","2003","LUBBOCK",739991,"1125715"
"4395","1104642","FIRST FABENS BC","2003","FABENS",125102,"195893"
"4396","1104660","DIBOLL ST BSHRS","2003","DIBOLL",296803,"522766"
"4397","1104923","EXTRACO CORP","2003","WACO",507391,"834505"
"4398","1105078","AMADOR BSHRS","2003","LAS CRUCES",147355,"239690"
"4399","1105162","BBVA USA BSHRS","2003","LAREDO",1832296,"3329989"
"4400","1105425","STERLING BSHRS","2003","HOUSTON",2157039,"3207454"
"4401","1105470","FIRST CITIZENS BSHRS","2003","WAXAHACHIE",315240,"361416"
"4402","1105528","FIRST GRANBURY BC","2003","GRANBURY",89239,"269558"
"4403","1105751","FIRST BAIRD BSHRS","2003","BEDFORD",214991,"326218"
"4404","1106132","CENTRABANC CORP","2003","WACO",270320,"393677"
"4405","1106468","CENTRAL BSHRS","2003","HOUSTON",266356,"388197"
"4406","1106516","FIRST NB GROUP","2003","EDINBURG",1013663,"2232378"
"4407","1106628","CBC","2003","CLOVIS",104476,"188171"
"4408","1106879","BROADWAY BSHRS","2003","SAN ANTONIO",534235,"1501860"
"4409","1106990","TEXAS COUNTRY BSHRS","2003","BRADY",106479,"167135"
"4410","1107184","SOUTHERN BSHRS","2003","HOUSTON",137871,"208647"
"4411","1107193","AMERICO BSHRS","2003","WOLFFORTH",287932,"422043"
"4412","1107205","AMARILLO NAT BC","2003","AMARILLO",952949,"1508178"
"4413","1107308","SECURITY HC","2003","FREDERICKSBURG",350579,"494429"
"4414","1107522","MOODY BSHRS","2003","GALVESTON",199676,"786958"
"4415","1107595","NACOGDOCHES CMRL BSHRS","2003","NACOGDOCHES",161150,"284866"
"4416","1107700","FIRST GRAHAM BC","2003","GRAHAM",150911,"218236"
"4417","1107821","ALAMO CORP OF TX","2003","ALAMO",179259,"256559"
"4418","1107830","FIRST NM FNCL CORP","2003","DEMING",135697,"259411"
"4419","1107885","G-6 CORP","2003","MESQUITE",118698,"171720"
"4420","1107997","WEST TX BSHRS","2003","KERMIT",106416,"164273"
"4421","1108042","SABINE BSHRS","2003","MANY",215901,"354281"
"4422","1108097","FIRST CMNTY BSHRS","2003","KILLEEN",242984,"640079"
"4423","1108163","PLAINS BC","2003","DIMMITT",168370,"304759"
"4424","1108350","AUSTIN BC","2003","JACKSONVILLE",447641,"609207"
"4425","1108659","PROGRESSIVE BC","2003","MONROE",189428,"260759"
"4426","1108707","FIRSTPERRYTON BC","2003","PERRYTON",246064,"418750"
"4427","1108761","WORTH BC","2003","LAKE WORTH",197449,"263460"
"4428","1108789","BRENHAM BSHRS","2003","BRENHAM",111049,"160252"
"4429","1108967","FIRST ARTESIA BSHRS","2003","ARTESIA",204828,"330186"
"4430","1109094","INDEPENDENT BKR FC","2003","IRVING",517864,"1203844"
"4431","1109227","WESTERN CMRC BSHRS CARLSBAD","2003","CARLSBAD",153191,"267238"
"4432","1109263","PSB FC","2003","MANY",140134,"247536"
"4433","1109290","JEFFERSON BSHRS","2003","SAN ANTONIO",286111,"566711"
"4434","1109320","FARMERS BSHRS","2003","CENTER",111765,"194068"
"4435","1109496","HERRING BC","2003","AMARILLO",261373,"336292"
"4436","1109599","PROSPERITY BSHRS","2003","HOUSTON",770053,"2399330"
"4437","1109656","TEXAS RGNL BSHRS","2003","MCALLEN",2543772,"4217936"
"4438","1109825","CNB FNCL CORP","2003","TAYLOR",52427,"164901"
"4439","1109834","FIRST-WEST TX BSHRS","2003","MIDLAND",170133,"318072"
"4440","1109898","NORTHSTAR FC","2003","DENTON",197356,"255630"
"4441","1109946","CENTURY BSHRS","2003","MINNEAPOLIS",301861,"510956"
"4442","1109964","AMERICAN BK HOLDING CORP","2003","CORPUS CHRISTI",383685,"560952"
"4443","1109991","NORTH AMER BSHRS","2003","SHERMAN",701307,"1013061"
"4444","1110036","KLEIN BSHRS","2003","HOUSTON",167503,"571022"
"4445","1110045","AMERICAN NAT BSHRS","2003","WACO",163768,"240433"
"4446","1110278","SNB FNCL","2003","BIG SPRING",55563,"201311"
"4447","1111088","CENTURY BC","2003","MEDFORD",512314,"1688911"
"4448","1111435","STATE STREET CORP","2003","BOSTON",5868661,"87534065"
"4449","1113514","FLEETBOSTON FNCL CORP","2003","BOSTON",127983000,"200356000"
"4450","1114502","CONNECTICUT RIVER BC","2003","CHARLESTOWN",146420,"211836"
"4451","1114605","CHITTENDEN CORP","2003","BURLINGTON",3750497,"5900644"
