"","co","name","time","city","loan","atot"
"6819","1132382","BSJ BSHRS","2004","SAINT JOSEPH",120459,"216381"
"6820","1132391","SOUTHWEST VA BSHRS","2004","MARION",196224,"326057"
"6821","1132403","SOUTHWEST BSHRS","2004","CHATOM",159575,"237783"
"6822","1132449","RBS CITIZENS FNCL GRP","2004","PROVIDENCE",86681344,"136778262"
"6823","1132654","INTEGRA BK CORP","2004","EVANSVILLE",1666497,"2757165"
"6824","1132672","FIRST UNITED CORP","2004","OAKLAND",911449,"1231877"
"6825","1132757","PENN BSHRS","2004","PENNSVILLE",59953,"171154"
"6826","1132766","JBC BSHRS","2004","JASPER",131021,"233429"
"6827","1132814","FARMERS BSHRS","2004","POMEROY",113772,"156730"
"6828","1132896","FIRST CMNTY FNCL CORP","2004","MIFFLINTOWN",148782,"247655"
"6829","1133008","FIRST BERNE FC","2004","BERNE",266834,"386312"
"6830","1133165","EVANGELINE BSHRS","2004","VILLE PLATTE",225284,"413541"
"6831","1133174","PEOPLES FC","2004","BILOXI",332704,"575951"
"6832","1133259","LOGAN CTY BSHRS","2004","LOGAN",98322,"181977"
"6833","1133277","GREEN BSHRS","2004","GREENEVILLE",1048018,"1233403"
"6834","1133286","BANCFIRST CORP","2004","OKLAHOMA CITY",2093515,"3046977"
"6835","1133437","SCBT FNCL CORP","2004","COLUMBIA",1167067,"1437707"
"6836","1133455","MID-MO BSHRS","2004","SPRINGFIELD",322631,"454010"
"6837","1133473","FNB UNITED CORP","2004","ASHEBORO",664754,"862891"
"6838","1133491","FNB BSHRS","2004","BAR HARBOR",185781,"229251"
"6839","1133503","CANANDAIGUA NAT CORP","2004","CANANDAIGUA",677088,"974757"
"6840","1133530","UNION BSHRS OF BENTON","2004","BENTON",69276,"211663"
"6841","1133594","CHEMUNG FC","2004","ELMIRA",384670,"722543"
"6842","1133615","DENTEL BC","2004","VICTOR",126394,"217719"
"6843","1133660","WINONA BANC HC","2004","WINONA",156214,"256257"
"6844","1133781","AMERICAN BC","2004","DICKINSON",271830,"405797"
"6845","1133848","TRIVOLI BC","2004","TRIVOLI",186038,"291539"
"6846","1133932","FIRST BC","2004","DAMARISCOTTA",478320,"633111"
"6847","1134014","COMMUNITY BKR","2004","FORT WORTH",238857,"341018"
"6848","1134023","GREATER CMNTY BC","2004","TOTOWA",611192,"825363"
"6849","1134041","FIRST BSHRS OF THE SE","2004","ALMA",208617,"242684"
"6850","1134050","NASHVILLE HC","2004","NASHVILLE",155668,"225432"
"6851","1134069","FCN BANC CORP","2004","BROOKVILLE",139485,"250515"
"6852","1134078","FIRST INDEP INV GRP","2004","VANCOUVER",326407,"762723"
"6853","1134108","CNB CORP","2004","CONWAY",406983,"671569"
"6854","1134322","FIRSTBANK CORP","2004","ALMA",673166,"805645"
"6855","1134359","SAINT MARTIN BSHRS","2004","SAINT MARTINVILLE",106163,"165190"
"6856","1134498","INWOOD BSHRS","2004","DALLAS",696615,"941634"
"6857","1134500","SUTTON BSHRS","2004","ATTICA",190602,"281989"
"6858","1134564","FIRST INDEPENDENCE CORP","2004","DETROIT",87138,"176926"
"6859","1134630","FARMERS & MRCH BC","2004","ARCHBOLD",479026,"702513"
"6860","1134685","GEORGE MASON BSHRS","2004","FAIRFAX",1756949,"2770698"
"6861","1134694","ATBANCORP","2004","DUBUQUE",543530,"723865"
"6862","1134836","UNION NAT BC","2004","BARBOURVILLE",145087,"190937"
"6863","1134845","FIRST NBC","2004","MISSOULA",180663,"240592"
"6864","1134911","WGNB CORP","2004","CARROLLTON",356328,"441691"
"6865","1135002","BANCTENN CORP","2004","KINGSPORT",402811,"533694"
"6866","1135048","WATFORD CITY BSHRS","2004","WATFORD CITY",485527,"659553"
"6867","1135105","MADISON BK CORP","2004","MADISON",137114,"172497"
"6868","1135114","CITIZENS BC OF NEW ULM","2004","NEW ULM",139560,"230000"
"6869","1135356","FIRST NAT TALLADEGA CORP","2004","TALLADEGA",101644,"257571"
"6870","1135374","SECURITY BC TN","2004","HALLS",171374,"331826"
"6871","1135404","FIRST WATERLOO BSHRS","2004","WATERLOO",146026,"251052"
"6872","1135413","MAGNOLIA BKG CORP","2004","MAGNOLIA",283537,"472332"
"6873","1135422","CNB CORP","2004","CHEBOYGAN",144608,"254093"
"6874","1135468","DELTA INV CO CAYMAN","2004","GEORGE TOWN",37764,"394308"
"6875","1135516","UNITED BC","2004","ANN ARBOR",496898,"650351"
"6876","1135598","STOCKMENS BC","2004","KINGMAN",501396,"956590"
"6877","1135600","REPUBLIC BC","2004","OWOSSO",4569293,"5713977"
"6878","1135646","CLAIBORNE HC","2004","TAZEWELL",145560,"280126"
"6879","1135682","CROSBY BSHRS","2004","CROSBY",102696,"172473"
"6880","1135691","PILOT POINT BC","2004","PILOT POINT",132353,"224114"
"6881","1135824","EMPRISE FC","2004","WICHITA",603676,"844017"
"6882","1135909","EAST TX BSHRS","2004","LIVINGSTON",171358,"401032"
"6883","1135972","MERCANTIL COMMERCEBANK HC","2004","CORAL GABLES",1775044,"3689554"
"6884","1136009","UNITED BSHRS","2004","COLUMBUS GROVE",306590,"559323"
"6885","1136139","VIST FNCL CORP","2004","WYOMISSING",606127,"879140"
"6886","1136214","MIDDLEBURY NAT CORP","2004","MIDDLEBURY",127640,"186031"
"6887","1136269","AMERICAN BC OF OK","2004","EDMOND",266077,"312689"
"6888","1136287","HCB FC","2004","HASTINGS",141686,"239416"
"6889","1136531","GREATER BAY BC","2004","MINNEAPOLIS",4469458,"6926147"
"6890","1136540","NORTH SHORE FC","2004","DULUTH",126661,"167703"
"6891","1136577","MACON BANCTRUST","2004","LAFAYETTE",103239,"221590"
"6892","1136595","ALTRUST FS","2004","CULLMAN",195439,"393458"
"6893","1136661","OCEAN BSHRS","2004","MIAMI",3423611,"4672348"
"6894","1136670","RIVERSIDE BKG CO","2004","FORT PIERCE",1564530,"2371590"
"6895","1136689","MIDSOUTH BC","2004","DOTHAN",133235,"197851"
"6896","1136803","INDEPENDENT BC","2004","ROCKLAND",1914385,"2943926"
"6897","1136933","FREEDOM BC","2004","LINDSTROM",179683,"222115"
"6898","1137006","GASSAWAY BSHRS","2004","GASSAWAY",75446,"166342"
"6899","1137015","WASHINGTON/WILKES HC","2004","WASHINGTON",109170,"217422"
"6900","1137042","MIFFLINBURG BC","2004","MIFFLINBURG",154309,"274582"
"6901","1137109","KAW VALLEY BC","2004","TOPEKA",206632,"372004"
"6902","1137211","SILVERTON FNCL SVC","2004","ATLANTA",912070,"1729428"
"6903","1137248","BIG LAKE FC","2004","OKEECHOBEE",182681,"295698"
"6904","1137426","FMB OF SC BSHRS","2004","HOLLY HILL",112899,"207826"
"6905","1137453","FORESIGHT FNCL GRP","2004","ROCKFORD",382922,"538929"
"6906","1137462","FORBES FIRST FNCL CORP","2004","SAINT LOUIS",266199,"449674"
"6907","1137529","FIRST NAT BK CORP","2004","CLOVERDALE",165627,"215548"
"6908","1137538","WICHITA FALLS BSHRS","2004","WICHITA FALLS",113642,"150363"
"6909","1137770","WOODFOREST FNCL GROUP","2004","THE WOODLANDS",1049335,"1623803"
"6910","1137798","BANK CALUMET","2004","HAMMOND",649367,"1177076"
"6911","1137828","FNS BSHRS","2004","SCOTTSBORO",123775,"297200"
"6912","1137864","FIDELITY BSHRS","2004","EDINA",310940,"366741"
"6913","1137958","INTERNATIONAL BC OF MIAMI","2004","CORAL GABLES",563896,"994827"
"6914","1137985","NATIONAL BSHRS CORP","2004","ORRVILLE",198545,"308425"
"6915","1138012","BANCTRUST FNCL GRP","2004","MOBILE",904087,"1191223"
"6916","1138049","HPK FC","2004","CHICAGO",125224,"328316"
"6917","1138106","NEW TRIPOLI BC","2004","NEW TRIPOLI",115692,"243134"
"6918","1138188","FIRST AMER BC","2004","ATHENS",136820,"232566"
"6919","1138197","ANDERSON BSHRS","2004","MULLINS",176466,"244674"
"6920","1138393","WARREN CTY BSHRS","2004","WARRENTON",156196,"228410"
"6921","1138450","F&M FC","2004","CLARKSVILLE",384183,"465596"
"6922","1138517","YARDVILLE NAT BC","2004","HAMILTON",1782592,"2804024"
"6923","1138526","BANCORP RANTOUL","2004","RANTOUL",88867,"157846"
"6924","1138535","INTERCHANGE FNCL SVC CORP","2004","SADDLE BROOK",934181,"1464141"
"6925","1138610","AMBANK HOLD","2004","DAVENPORT",290733,"465352"
"6926","1138768","FLEETWOOD BK CORP","2004","FLEETWOOD",78008,"153796"
"6927","1138786","CS BSHRS","2004","CHILLICOTHE",118750,"175167"
"6928","1138795","TEAM FNCL","2004","PAOLA",378771,"664083"
"6929","1138861","STATE BC","2004","NEW HYDE PARK",778191,"1437470"
"6930","1138919","MONTECITO BC","2004","SANTA BARBARA",391918,"618278"
"6931","1138928","COMMUNITY BKR CORP","2004","MARION CENTER",109621,"194248"
"6932","1138955","CHAMPLAIN BK CORP","2004","WILLSBORO",76834,"158092"
"6933","1139103","DBA SUNRISE CMNTY BKS","2004","SAINT PAUL",271390,"323966"
"6934","1139176","DBT FINANCIAL CORP","2004","DEWITT",76325,"105756"
"6935","1139185","MID-WISCONSIN FNCL SVC","2004","MEDFORD",284687,"410817"
"6936","1139215","BANKERS BC","2004","SPRINGFIELD",142139,"451402"
"6937","1139242","SUN BC NJ","2004","VINELAND",1869759,"3053587"
"6938","1139260","TEXASBANC HOLD CO","2004","WEATHERFORD",1201802,"1523571"
"6939","1139279","NBT BC","2004","NORWICH",2869921,"4212304"
"6940","1139297","CHOICEONE FS","2004","SPARTA",173559,"231719"
"6941","1139345","TRI-CTY FNCL GRP","2004","MENDOTA",183358,"277681"
"6942","1139354","FIRST KS BSHRS","2004","HUTCHINSON",195024,"480380"
"6943","1139363","MANHATTAN BC","2004","MANHATTAN",398708,"479247"
"6944","1139466","SALIN BSHRS","2004","INDIANAPOLIS",840970,"975840"
"6945","1139505","MARBANC FC","2004","MARKLE",182504,"230178"
"6946","1139532","CIB MARINE BSHRS","2004","WAUKESHA",747893,"1384689"
"6947","1139541","PEOPLES FNCL SVC CORP","2004","HALLSTEAD",244814,"379892"
"6948","1139617","D G BC","2004","DOWNERS GROVE",198354,"235351"
"6949","1139792","IOWA ST BHC","2004","DES MOINES",161589,"244824"
"6950","1139804","PUTNAM BSHRS","2004","HURRICANE",234020,"466535"
"6951","1139813","PENNROCK FNCL SVC CORP","2004","BLUE BALL",777083,"1175084"
"6952","1139840","FIRST ST BSHRS OF BLAKELY","2004","BLAKELY",149041,"211004"
"6953","1139868","RANGE FC","2004","NEGAUNEE",131575,"192127"
"6954","1139925","NATIONAL BSHRS","2004","BLACKSBURG",478933,"796154"
"6955","1139952","FIRST SUBURBAN BC CORP","2004","MAYWOOD",119255,"158070"
"6956","1140015","BONIFAY HC","2004","BONIFAY",141492,"158267"
"6957","1140097","NEFFS BC","2004","NEFFS",76978,"209802"
"6958","1140127","KATAHDIN BSHRS CORP","2004","PATTEN",249668,"342820"
"6959","1140154","HERITAGE FNCL CORP","2004","GRANBURY",96038,"238625"
"6960","1140239","CITIZENS BC INV","2004","LAFAYETTE",201280,"373938"
"6961","1140323","SECURITY NAT CORP","2004","OMAHA",331958,"471255"
"6962","1140341","TENNESSEE CENT BSHRS","2004","PARSONS",192578,"269405"
"6963","1140510","ALLIANCE FC","2004","SYRACUSE",522852,"894447"
"6964","1140622","PENN LAUREL FNCL CORP","2004","CURWENSVILLE",149585,"211787"
"6965","1140659","COMMUNITY FIRST BSHRS","2004","UNION CITY",547497,"723791"
"6966","1140677","CENTRAL VA BSHRS","2004","POWHATAN",181196,"379456"
"6967","1140789","NORTHFIELD BSHRS","2004","NORTHFIELD",141143,"186215"
"6968","1140930","CARDINAL BC","2004","SAINT LOUIS",291293,"374364"
"6969","1140994","BRYN MAWR BK CORP","2004","BRYN MAWR",564587,"682946"
"6970","1141106","UNION NAT FNCL CORP","2004","LANCASTER",263232,"399290"
"6971","1141218","WISCONSIN BK SVC","2004","BLACK RIVER FALLS",117416,"196480"
"6972","1141227","FNB FS","2004","DURANT",133405,"202860"
"6973","1141348","MINNWEST CORP","2004","MINNETONKA",884517,"1024778"
"6974","1141384","GREATER SW BSHRS","2004","GRAPEVINE",140806,"213822"
"6975","1141423","NORTRUST HC","2004","CHICAGO",1081462,"1192856"
"6976","1141441","BENCHMARK BSHRS","2004","KENBRIDGE",230296,"292989"
"6977","1141487","CHAMBERS BSHRS","2004","DANVILLE",586778,"711142"
"6978","1141553","TCM CO","2004","CRETE",158419,"176937"
"6979","1141599","SOUTH FNCL GROUP","2004","GREENVILLE",8129060,"13789114"
"6980","1141601","UNISOUTH","2004","UMATILLA",209233,"317386"
"6981","1141629","FIRST AMER BSHRS","2004","FORT ATKINSON",115761,"229776"
"6982","1141647","STAR FNCL GRP","2004","FORT WAYNE",998541,"1375822"
"6983","1141674","IBT BC","2004","IRWIN",439143,"675857"
"6984","1141786","ALABAMA NBC","2004","BIRMINGHAM",3518014,"5314554"
"6985","1141861","CROCKETT CTY NAT BSHRS","2004","OZONA",142652,"175037"
"6986","1141870","BAKER BOYER BC","2004","WALLA WALLA",249808,"387649"
"6987","1141889","KISH BC","2004","BELLEVILLE",231411,"396456"
"6988","1141991","WELLS FARGO FNCL","2004","DES MOINES",33751929,"36819658"
"6989","1142055","FRONT RANGE CAP CORP","2004","BROOMFIELD",290039,"420123"
"6990","1142130","FIRST CITIZENS PARIS","2004","PARIS",123212,"205402"
"6991","1142242","TENNESSEE ST BSHRS","2004","PIGEON FORGE",323967,"473540"
"6992","1142309","MIDWEST INDEP BSHRS","2004","JEFFERSON CITY",169579,"233568"
"6993","1142336","PARK NAT CORP","2004","NEWARK",3120608,"5412584"
"6994","1142372","CORNERSTONE FS GRP","2004","OTTUMWA",137012,"365455"
"6995","1142439","HAWAII NAT BSHRS","2004","HONOLULU",284840,"456474"
"6996","1142448","CITY NAT BSHRS","2004","MIAMI",1554233,"2647488"
"6997","1142475","CODORUS VALLEY BC","2004","YORK",300260,"407671"
"6998","1142774","ICNB FC","2004","IONIA",182159,"233316"
"6999","1142840","FIRST NAT BSHRS CORP","2004","RONCEVERTE",152998,"199217"
"7000","1142934","MONTGOMERY CTY BSHRS","2004","AILEY",121632,"155836"
"7001","1142970","CITIZENS FC","2004","ELKINS",146801,"213790"
"7002","1142989","WASECA BSHRS","2004","WASECA",136266,"218564"
"7003","1143052","FIRST APPLE RIVER CORP","2004","APPLE RIVER",107453,"191936"
"7004","1143342","SOLVAY BC","2004","SOLVAY",312360,"438070"
"7005","1143481","BANK OF GRANITE CORP","2004","GRANITE FALLS",799691,"1032779"
"7006","1143511","BELLE FOURCHE BSHRS","2004","SPEARFISH",131103,"297655"
"7007","1143623","CITIZENS & NORTHERN CORP","2004","WELLSBORO",579613,"1123002"
"7008","1143641","GREATER CHICAGO FC","2004","CHICAGO",148813,"236148"
"7009","1143717","HERITAGE CAPITAL CORP","2004","JONESBORO",148001,"214070"
"7010","1143762","FOUNDERS GRP","2004","FRANKFORT",602606,"1002665"
"7011","1143801","FIRST AZLE BSHRS","2004","AZLE",92563,"162675"
"7012","1143829","STERLING FNCL CORP","2004","LANCASTER",1911617,"2742682"
"7013","1143959","PEOPLES LTD","2004","WYALUSING",110275,"173185"
"7014","1144107","HONAT BC","2004","HONESDALE",241960,"330300"
"7015","1144125","ASIA BSHRS","2004","FLUSHING",255910,"361543"
"7016","1144237","HANCOCK BANCORP","2004","HAWESVILLE",60222,"152003"
"7017","1145476","WEBSTER FNCL CORP","2004","WATERBURY",11861666,"17028429"
"7018","1145506","FIRST IN CORP","2004","INDIANAPOLIS",1500190,"1898302"
"7019","1199497","M&I LLC","2004","MILWAUKEE",29538355,"40479185"
"7020","1199563","ASSOCIATED BANC CORP","2004","GREEN BAY",13946851,"20546358"
"7021","1199602","1ST SOURCE CORP","2004","SOUTH BEND",2335347,"3563183"
"7022","1199611","NORTHERN TR CORP","2004","CHICAGO",17959373,"45276690"
"7023","1199732","IRWIN FC","2004","COLUMBUS",4341189,"5221285"
"7024","1199769","BANA HOLD CORP","2004","CHARLOTTE",57894916,"103383615"
"7025","1199787","FIDELITY FC MI","2004","BIRMINGHAM",198027,"240888"
"7026","1199844","COMERICA","2004","DALLAS",40948607,"52375773"
"7027","1199974","FIRST AMER BK CORP","2004","ELK GROVE VILLAGE",1709295,"2071868"
"7028","1199992","SHOREBANK CORP","2004","CHICAGO",1001697,"1667343"
"7029","1200049","WHITMORE CO","2004","CLARINDA",53939,"148614"
"7030","1200124","NEIGHBOR INS AGY","2004","MARION",284959,"453725"
"7031","1200218","HERITAGEBANC","2004","FRANKFORT",185675,"251415"
"7032","1200290","PERRY INV CO","2004","PERRY",95043,"156498"
"7033","1200311","OHNWARD BSHRS","2004","MAQUOKETA",372113,"571212"
"7034","1200348","SECURITY NAT CORP","2004","DAKOTA DUNES",567855,"814900"
"7035","1200393","CORUS BSHRS","2004","CHICAGO",2793828,"5017787"
"7036","1200405","TOWN FC","2004","HARTFORD CITY",175331,"359412"
"7037","1200496","HOW-WIN DEV CO","2004","CRESCO",135350,"214002"
"7038","1200692","PARKWAY BC","2004","HARWOOD HEIGHTS",1191305,"1612450"
"7039","1200777","EASTER ENT","2004","SPENCER",157925,"202615"
"7040","1200795","HERITAGE CMNTY BC","2004","GLENWOOD",207929,"261011"
"7041","1201064","1ST BROOKFIELD","2004","BROOKFIELD",189778,"263616"
"7042","1201103","LINCOLNWOOD BC","2004","LINCOLNWOOD",190476,"227366"
"7043","1201112","CUMMINS-AMER CORP","2004","GLENVIEW",450525,"993948"
"7044","1201194","REPUBLIC BC CO","2004","OAK BROOK",551676,"723130"
"7045","1201233","GREAT WESTERN BC","2004","SIOUX FALLS",2011832,"2632439"
"7046","1201363","BANKMANAGERS CORP","2004","MILWAUKEE",532949,"645992"
"7047","1201448","C-B-G","2004","WEST LIBERTY",109852,"188629"
"7048","1201457","AMBANK CO","2004","SIOUX CENTER",384200,"468470"
"7049","1201532","FNBC LA GRANGE","2004","LA GRANGE",275339,"397526"
"7050","1201671","BTC FC","2004","DES MOINES",1228992,"1765307"
"7051","1201738","SECURITY AGY","2004","DECORAH",120527,"203527"
"7052","1201859","FINA BC","2004","VALPARAISO",202909,"650533"
"7053","1201916","METROCORP","2004","EAST MOLINE",230881,"576350"
"7054","1201925","INDEPENDENT BK CORP","2004","IONIA",2265289,"3095270"
"7055","1201934","CHEMICAL FC","2004","MIDLAND",2585585,"3764125"
"7056","1201952","MILFORD BC","2004","MILFORD",182264,"202958"
"7057","1202052","NEB CORP","2004","FOND DU LAC",705246,"1000749"
"7058","1202098","UNION BC","2004","UNION GROVE",185209,"240271"
"7059","1202258","AMES NAT CORP","2004","AMES",418350,"840598"
"7060","1202276","HANSEN BC","2004","LAWLER",129950,"166415"
"7061","1202708","BAYLAKE CORP","2004","STURGEON BAY",758578,"1050069"
"7062","1202762","BANK IA CORP","2004","WEST DES MOINES",360987,"602977"
"7063","1202799","PEOTONE BC","2004","FRANKFORT",133082,"215794"
"7064","1202883","SWORD FC","2004","HORICON",309668,"350320"
"7065","1202986","NORTHWEST BC OF IL","2004","PALATINE",329623,"514863"
"7066","1203451","CARROLL CTY BSHRS","2004","CARROLL",240595,"326061"
"7067","1203509","FIRST CITIZENS FC","2004","MASON CITY",439539,"781558"
"7068","1203536","WHITEWATER BC","2004","WHITEWATER",158573,"222975"
"7069","1203602","FIRST BUSEY CORP","2004","CHAMPAIGN",1475900,"1964441"
"7070","1203693","ALPHA FNCL GROUP","2004","TOLUCA",128284,"222750"
"7071","1203714","GOODENOW BC","2004","OKOBOJI",299092,"413569"
"7072","1203778","FIDELITY CO","2004","DUBUQUE",346885,"455917"
"7073","1203899","CENTRAL BSHRS","2004","MUSCATINE",340807,"577055"
"7074","1203901","C&F BSHRS CORP","2004","KENDALLVILLE",113024,"320501"
"7075","1203974","TRI CITY BSHRS CORP","2004","OAK CREEK",471245,"697452"
"7076","1204029","SEAWAY BSHRS","2004","CHICAGO",163816,"318376"
"7077","1204074","NEKOOSA PORT EDWARDS BC","2004","NEKOOSA",109694,"171618"
"7078","1204104","WAUPACA BC","2004","WAUPACA",370648,"415223"
"7079","1204177","FIRST ST FC","2004","SAINT CLAIR SHORES",483607,"731613"
"7080","1204337","FIDELITY BAN CORP","2004","INDEPENDENCE",250080,"332149"
"7081","1204346","GREATBANC","2004","LISLE",867857,"1020075"
"7082","1204560","FIRST BSHRS","2004","WHITING",901757,"1417585"
"7083","1204618","LONGVIEW CAP CORP","2004","NEWMAN",125862,"195048"
"7084","1204627","METROPOLITAN BK GRP","2004","CHICAGO",1553464,"2229369"
"7085","1204748","NORTHERN BSHRS","2004","MCFARLAND",157258,"184253"
"7086","1204775","LINCOLN SB CORP","2004","LINCOLN",105259,"178862"
"7087","1204805","F&M BC","2004","KAUKAUNA",1218842,"2038015"
"7088","1204814","SBC","2004","COUNTRYSIDE",670001,"879527"
"7089","1204869","ELMWOOD FC","2004","RACINE",192680,"243535"
"7090","1204878","ANTIOCH HC","2004","ANTIOCH",239958,"439274"
"7091","1205026","VAN DIEST INV CO","2004","ANKENY",415867,"663279"
"7092","1205053","MIDWESTONE FNCL GRP","2004","OSKALOOSA",502383,"650992"
"7093","1205183","IDA GROVE BSHRS","2004","IDA GROVE",543441,"625175"
"7094","1205268","ELGIN BSHRS","2004","ELGIN",243721,"256480"
"7095","1205325","MONTFORT BC","2004","PLATTEVILLE",103546,"187199"
"7096","1205398","BANK HIGHLAND PARK FC","2004","HIGHLAND PARK",651740,"735198"
"7097","1205473","BOSSHARD FNCL GRP","2004","LA CROSSE",99007,"171933"
"7098","1205585","FREEPORT BSHRS","2004","FREEPORT",143915,"163672"
"7099","1205633","FIRST HURON CORP","2004","BAD AXE",207875,"254198"
"7100","1205688","CITIZENS REPUBLIC BC","2004","FLINT",5421421,"7706865"
"7101","1205857","MAUSTON BC","2004","LA CROSSE",117850,"172181"
"7102","1205932","PALOS BSHRS","2004","PALOS HEIGHTS",219728,"413605"
"7103","1205950","GNB BC","2004","GRUNDY CENTER",152504,"238217"
"7104","1205996","GREENFIELD BSHRS","2004","GREENFIELD",116916,"285138"
"7105","1206050","KENBANCORP","2004","KENTLAND",115870,"190693"
"7106","1206153","EDVILLE BC","2004","VILLA PARK",227470,"287349"
"7107","1206313","FIRST NAT BSHRS","2004","EAST LANSING",332074,"486994"
"7108","1206395","FIRST WAVERLY CORP","2004","WAVERLY",138830,"205620"
"7109","1206537","OGLE CTY BSHRS","2004","ROCHELLE",83961,"199545"
"7110","1206546","HEARTLAND FNCL USA","2004","DUBUQUE",1803636,"2629102"
"7111","1206573","MIDAMERICA NAT BSHRS","2004","CANTON",260831,"391257"
"7112","1206591","CENTRUE FC","2004","CLAYTON",419275,"669986"
"7113","1206667","WEST SHORE BK CORP","2004","LUDINGTON",193023,"302767"
"7114","1206676","ELLETTSVILLE BSHRS","2004","ELLETTSVILLE",94816,"190468"
"7115","1206715","FIRST BKG CTR","2004","BURLINGTON",462382,"584795"
"7116","1206733","GREAT LAKES FNCL RESOURCES","2004","MATTESON",407862,"721938"
"7117","1206760","FIRST MID-IL BSHRS","2004","MATTOON",597508,"826784"
"7118","1206911","OLD SECOND BC","2004","AURORA",1525673,"2103662"
"7119","1207123","OSWEGO BSHRS","2004","OSWEGO",38945,"160825"
"7120","1207132","CITIZENS BK HOLD","2004","MUKWONAGO",321786,"480029"
"7121","1207208","CITBA FC","2004","MOORESVILLE",170105,"283052"
"7122","1207329","ELGIN ST BC","2004","ELGIN",179507,"237846"
"7123","1207392","UNITED CMNTY FC","2004","GRAND RAPIDS",334640,"392785"
"7124","1207431","STARK BK GRP","2004","FORT DODGE",766224,"1013560"
"7125","1207468","WSB","2004","WASHINGTON",115930,"177327"
"7126","1207486","MARQUETTE NAT CORP","2004","CHICAGO",764631,"1411652"
"7127","1207543","CRETE BC","2004","CRETE",272242,"379267"
"7128","1207589","SOMONAUK FSB BC","2004","SOMONAUK",106691,"210284"
"7129","1207600","PRINCETON NAT BC","2004","PRINCETON",411286,"655738"
"7130","1207673","MID-IA BSHRS CO","2004","ALGONA",123002,"204858"
"7131","1207703","AMERICAN CENTRAL FNCL GRP","2004","SPRINGFIELD",98283,"160252"
"7132","1207712","PONTIAC BC","2004","PONTIAC",169045,"275783"
"7133","1207815","CEDAR VALLEY BSHRS","2004","CHARLES CITY",203566,"312377"
"7134","1207824","SOUTHERN MI BC","2004","COLDWATER",241616,"313570"
"7135","1207945","RESOURCE BSHRS","2004","DEKALB",144852,"228551"
"7136","1207954","OWEN FC","2004","SPENCER",97424,"172521"
"7137","1208009","FIRST MANITOWOC BC","2004","MANITOWOC",386515,"622175"
"7138","1208054","ILLINOIS NAT BC","2004","SPRINGFIELD",271173,"347308"
"7139","1208102","HARBOR SPRINGS FC","2004","HARBOR SPRINGS",250083,"284748"
"7140","1208120","HEARTLAND BC","2004","BLOOMINGTON",682350,"804235"
"7141","1208184","FIRST MIDWEST BC","2004","ITASCA",4139529,"6868720"
"7142","1208308","MERCHANTS & MFR BC","2004","NEW BERLIN",1039425,"1355846"
"7143","1208492","CITIZENS CENTRAL BC","2004","MACOMB",141811,"217192"
"7144","1208504","ILLINOIS VALLEY BC","2004","MORRIS",112002,"160441"
"7145","1208513","MID IL BC","2004","PEORIA",311894,"486248"
"7146","1208531","TOWN & CNTRY FC","2004","SPRINGFIELD",233805,"381995"
"7147","1208559","FIRST MRCH CORP","2004","MUNCIE",2431418,"3191668"
"7148","1208577","PORT BSHRS","2004","PORT WASHINGTON",192992,"264702"
"7149","1208595","FIRST FC","2004","TERRE HAUTE",1463871,"2181446"
"7150","1208661","AMCORE FNCL","2004","ROCKFORD",3309434,"4941920"
"7151","1208876","FIRST MENASHA BSHRS","2004","NEENAH",166387,"194878"
"7152","1208885","PILOT BC","2004","PILOT GROVE",162673,"222586"
"7153","1208906","LAKELAND FC","2004","WARSAW",1006209,"1453804"
"7154","1208933","ALBANK CORP","2004","CHICAGO",384471,"488428"
"7155","1208997","ISB FC","2004","OAK FOREST",118760,"169112"
"7156","1209042","CENTRE 1 BC","2004","BELOIT",374209,"570636"
"7157","1209088","HOMESTAR FNCL GRP","2004","MANTENO",259255,"395034"
"7158","1209097","FIRST OAK BROOK BSHRS","2004","OAK BROOK",1071655,"2084386"
"7159","1209109","MAINSOURCE FNCL GRP","2004","GREENSBURG",929829,"1549379"
"7160","1209136","HORIZON BC","2004","MICHIGAN CITY",567877,"913831"
"7161","1209145","BRIDGEVIEW BC","2004","BRIDGEVIEW",1024712,"1216103"
"7162","1209181","HOME ST BC","2004","CRYSTAL LAKE",397109,"624413"
"7163","1209248","BARABOO BC","2004","BARABOO",546877,"657299"
"7164","1209284","FARMERS ST BC","2004","WAUPACA",111188,"165232"
"7165","1209305","N C BC","2004","CHICAGO",160205,"216435"
"7166","1209426","RIVER VALLEY BC","2004","WAUSAU",433661,"614841"
"7167","1209444","GUARANTY BSHRS","2004","CEDAR RAPIDS",122305,"265822"
"7168","1209471","FIRST ST BC MONTICELLO","2004","MONTICELLO",130047,"244030"
"7169","1209499","PEOPLES BC","2004","PRAIRIE DU CHIEN",208065,"247795"
"7170","1209510","FIRST LANSING BC","2004","LANSING",190679,"357213"
"7171","1209538","FARMERS BC","2004","FRANKFORT",326489,"456424"
"7172","1209604","HARVARD BSHRS","2004","HARVARD",80938,"152188"
"7173","1209695","ITASCA BC","2004","ITASCA",251664,"348333"
"7174","1209707","COUNTRYSIDE FS","2004","WALWORTH",110204,"173363"
"7175","1209716","PARK BC","2004","MADISON",393476,"442051"
"7176","1209743","LUXEMBURG BSHRS","2004","LUXEMBURG",151216,"180642"
"7177","1209761","ILLINI CORP","2004","SPRINGFIELD",158995,"237516"
"7178","1209789","DENMARK BSHRS","2004","DENMARK",300864,"396685"
